"Name","separateProbe/birthcity/FP","separateProbe/birthcity/TF","separateProbe/birthday/FP","separateProbe/birthday/TF","sequentialProbe/FP_FULL","sequentialProbe/birthcity/FP","sequentialProbe/birthcity/TF","sequentialProbe/birthday/FP","sequentialProbe/birthday/TF","State","Notes","User","Tags","Created","Runtime","Sweep","BATCH_SIZE","EPOCHS","FIELDS","GRAD_CLIP","INVOCATION","K","LR","MODEL_TYPE","N","NAME","POST_REDUCE_PATH","PRE_REDUCE_PATH","SEED","SEQ_LEN","SHUFFLE_SEED","WARMUP_STEPS","WEIGHT_DECAY","_name_or_path","accelerator_config.even_batches","accelerator_config.non_blocking","accelerator_config.split_batches","accelerator_config.use_seedable_sampler","adam_beta1","adam_beta2","adam_epsilon","attention_bias","attention_dropout","auto_find_batch_size","average_tokens_across_devices","batch_eval_metrics","bf16","bf16_full_eval","bos_token_id","chunk_size_feed_forward","dataloader_drop_last","dataloader_num_workers","dataloader_persistent_workers","dataloader_pin_memory","ddp_timeout","debug","disable_tqdm","dmodel","do_eval","do_predict","do_train","enable_jit_checkpoint","eosToken","eos_token_id","eval_delay","eval_do_concat_batches","eval_on_start","eval_strategy","eval_use_gather_object","fp16","fp16_full_eval","fsdp","fsdp_config.min_num_params","fsdp_config.xla","fsdp_config.xla_fsdp_grad_ckpt","fsdp_config.xla_fsdp_v2","full_determinism","gradient_accumulation_steps","gradient_checkpointing","head_dim","hidden_act","hidden_size","hub_always_push","hub_strategy","hub_token","id2label.0","id2label.1","ignore_data_skip","include_for_metrics","include_num_input_tokens_seen","initializer_range","intermediate_size","is_encoder_decoder","label2id.LABEL_0","label2id.LABEL_1","label_smoothing_factor","learning_rate","length_column_name","load_best_model_at_end","local_rank","log_level","log_level_replica","log_on_each_node","logging_first_step","logging_nan_inf_filter","logging_steps","logging_strategy","lr_scheduler_type","max_grad_norm","max_position_embeddings","max_steps","mlp_bias","model/num_parameters","numHeads","numLayers","num_attention_heads","num_hidden_layers","num_key_value_heads","num_train_epochs","optim","output_attentions","output_dir","output_hidden_states","per_device_eval_batch_size","per_device_train_batch_size","prediction_loss_only","pretraining_tp","project","push_to_hub","reducedEOSToken","reducedVocabSize","remove_unused_columns","report_to","restore_callback_states_from_checkpoint","return_dict","rms_norm_eps","rope_parameters.rope_theta","rope_parameters.rope_type","run_name","save_on_each_node","save_only_model","save_steps","save_strategy","save_total_limit","skip_memory_metrics","study","sweep_name","tie_word_embeddings","torch_compile","train_sampling_strategy","transformers_version","use_cache","use_cpu","use_liger_kernel","vocab_size","probes","probe/DayM","probe/FP","probe/MP","probe/YearMD","total_flos","train/epoch","train/global_step","train/grad_norm","train/learning_rate","train/loss","train_loss","train_runtime","train_samples_per_second","train_steps_per_second","birthdayProbe/DayM","birthdayProbe/FP","birthdayProbe/MP","birthdayProbe/YearMD"
"grid-L2-H6-E16-20260518-155004","0","0.0069387755102040816","0","0.9444897959183672","0","0.004897959183673469","0.9812244897959184","0","0.9444897959183672","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-19T04:24:16.000Z","3399","","12","16","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","384","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","384","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","1024","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","4372224","6","2","6","2","6","16","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H6-E16","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H6-E16","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","48600300719702020","16","372336","0.14205104112625122","2.4496784878369484e-11","0.5569490814208984","0.599996948092606","3063.6191","1458.39","121.535","","","",""
"grid-L2-H6-E12-20260518-155004","0","0.04","0","0.9342857142857144","0","0.0020408163265306124","0.9812244897959184","0","0.9342857142857144","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-19T03:40:15.000Z","2641","","12","12","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","384","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","384","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","1024","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","4372224","6","2","6","2","6","12","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H6-E12","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H6-E12","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","36450225539776510","12","279252","0.14145417511463165","2.8681751418346836e-13","0.5564064407348632","0.6100534316440324","2304.6378","1454.009","121.17","","","",""
"grid-L2-H6-E8-20260518-155004","0","0.0008163265306122449","0","0.9322448979591836","0","0.00163265306122449","0.9812244897959184","0","0.9322448979591836","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-19T03:09:04.000Z","1871","","12","8","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","384","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","384","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","1024","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","4372224","6","2","6","2","6","8","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H6-E8","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H6-E8","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","24300150359851010","8","186168","0.13935163617134094","2.5978560358463907e-11","0.5576836776733398","0.6296700964139563","1534.9707","1455.387","121.284","","","",""
"grid-L2-H6-E4-20260518-155004","0","0.0236734693877551","0","0.8987755102040816","0","0","0.9812244897959184","0","0.8987755102040816","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-19T02:50:46.000Z","1098","","12","4","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","384","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","384","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","1024","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","4372224","6","2","6","2","6","4","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H6-E4","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H6-E4","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","12150075179925504","4","93084","0.144080251455307","3.5645723894806024e-10","0.5601204681396484","0.6859917578804371","763.1897","1463.578","121.967","","","",""
"grid-L2-H4-E16-20260518-155004","0","0.01183673469387755","0","0.9285714285714286","0","0","0.9812244897959184","0","0.9285714285714286","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-19T01:54:19.000Z","3386","","12","16","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","256","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","256","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","682","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","2127360","4","2","4","2","4","16","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H4-E16","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H4-E16","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","21591934925537280","16","372336","0.20316872000694275","2.4496784878369484e-11","0.5596324157714844","0.6132265366551433","3040.9692","1469.253","122.44","","","",""
"grid-L2-H4-E12-20260518-155004","0","0.006122448979591836","0","0.92","0","0","0.9812244897959184","0","0.92","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-19T01:10:40.000Z","2618","","12","12","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","256","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","256","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","682","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","2127360","4","2","4","2","4","12","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H4-E12","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H4-E12","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","16193951194152960","12","279252","0.22134289145469663","2.8681751418346836e-13","0.5588757705688476","0.6247971427158385","2282.5781","1468.061","122.341","","","",""
"grid-L2-H4-E8-20260518-155004","0","0.01020408163265306","0","0.9236734693877552","0","0","0.9812244897959184","0","0.923265306122449","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-19T00:39:51.000Z","1848","","12","8","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","256","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","256","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","682","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","2127360","4","2","4","2","4","8","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H4-E8","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H4-E8","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","10795967462768640","8","186168","0.2107613235712051","2.5978560358463907e-11","0.5605359268188477","0.6500261145173686","1513.8156","1475.725","122.979","","","",""
"grid-L2-H4-E4-20260518-155004","0","0.008979591836734694","0","0.9057142857142856","0","0","0.9812244897959184","0","0.9057142857142856","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-19T00:21:40.000Z","1090","","12","4","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","256","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","256","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","682","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","2127360","4","2","4","2","4","4","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H4-E4","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H4-E4","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","5397983731384320","4","93084","0.21481828391551971","3.5645723894806024e-10","0.5630840301513672","0.7104691258356264","754.2654","1480.895","123.41","","","",""
"grid-L2-H2-E16-20260518-155004","0","0.07755102040816327","0","0.04081632653061224","0","0","0.6951020408163265","0","0.04122448979591837","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-18T23:25:54.000Z","3345","","12","16","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","128","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","128","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","341","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","670720","2","2","2","2","2","16","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H2-E16","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H2-E16","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","5402375906918400","16","372336","0.7279785871505737","2.4496784878369484e-11","0.7069837951660156","0.8443196963999587","3011.2911","1483.733","123.647","","","",""
"grid-L2-H2-E12-20260518-155004","0","0.05183673469387755","0","0.0236734693877551","0","0","0.2763265306122449","0","0.0236734693877551","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-18T22:42:52.000Z","2582","","12","12","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","128","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","128","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","341","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","670720","2","2","2","2","2","12","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H2-E12","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H2-E12","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","4051781930188800","12","279252","0.7023962140083313","2.8681751418346836e-13","0.7478017425537109","0.8876811872822027","2248.1786","1490.524","124.213","","","",""
"grid-L2-H2-E8-20260518-155004","0","0.09020408163265306","0","0.0326530612244898","0","0","0.4228571428571429","0","0.0326530612244898","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-18T22:11:46.000Z","1866","","12","8","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","128","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","128","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","341","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","670720","2","2","2","2","2","8","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H2-E8","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H2-E8","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","2701187953459200","8","186168","0.6200197339057922","2.5978560358463907e-11","0.7549542236328125","0.9098302691779186","1502.5692","1486.771","123.9","","","",""
"grid-L2-H2-E4-20260518-155004","0","0.0012244897959183673","0","0.024489795918367346","0","0","0","0","0.024489795918367346","finished","-","","bioS_N-Bd-Bc-lama_epoch_GRID, grid","2026-05-18T21:53:13.000Z","1112","","12","4","[""birthday"",""birthcity""]","1","20260518-155004","100","0.001","llama","50000","bioS_N-Bd-Bc-lama_epoch_GRID","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_postreduce.bin","cache/bioS_N-Bd-Bc-lama_epoch_GRID/bios_prereduce.bin","0","512","1","1000","0.01","","true","false","false","true","0.9","0.999","1e-8","false","0","false","true","false","true","false","2164","0","false","2","false","true","1800","[]","false","128","false","false","false","false","50256","2164","0","true","false","no","false","false","false","[]","0","false","false","false","false","1","false","64","silu","128","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","[]","no","0.02","341","false","0","1","0","0.001","length","false","-1","passive","warning","true","false","true","50","steps","cosine","1","512","-1","false","670720","2","2","2","2","2","4","adamw_torch_fused","false","runs/bioS_N-Bd-Bc-lama_epoch_GRID/20260518-155004/grid/grid-L2-H2-E4","false","8","12","false","1","huggingface","false","2164","2165","false","[""wandb""]","false","true","0.000001","10000","default","grid-L2-H2-E4","false","false","2000","steps","5","true","grid","bioS_N-Bd-Bc-lama_epoch_GRID-20260518-155004","true","false","random","5.8.1","false","false","false","2165","[""sequential"",""separate""]","","","","","1350593976729600","4","93084","0.46796950697898865","3.5645723894806024e-10","0.8473611450195313","1.002272907333469","770.9042","1448.932","120.747","","","",""
